Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_010060_20171123_20200902_02_T2,LC08_L1GT_010060_20171123_20200902_02_T2,LC80100602017327LGN00,2017/11/23,T2,2, 010, 060, 010, 060,NADIR,   0.000,2020/09/02,2020/09/02,2017-11-23 15:26:13.976681,2017-11-23 15:26:45.746679,LGN,DAY,  99.97,  99.97,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,59.24019572,133.12679672,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.68"N,78°28'37.74"W,1°02'50.35"N,79°30'00.14"W,1°02'44.38"N,77°27'19.87"W,1°03'19.66"S,79°30'00.11"W,1°03'13.64"S,77°27'19.84"W,  0.00019, -78.47715,  1.04732, -79.50004,  1.04566, -77.45552, -1.05546, -79.50003, -1.05379, -77.45551,LC08_L2SP_010060_20171123_20200902_02_T2,LC80100602017327LGN00
LC08_L2SP_010061_20171123_20200902_02_T1,LC08_L1TP_010061_20171123_20200902_02_T1,LC80100612017327LGN00,2017/11/23,T1,2, 010, 061, 010, 061,NADIR,   0.000,2020/09/02,2020/09/02,2017-11-23 15:26:37.897371,2017-11-23 15:27:09.66737,LGN,DAY,  99.99,  99.99,22,5,    9.463,    6.214,    7.137,LPGS_15.3.1c,60.05612658,131.05860852,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.93"S,78°47'03.16"W,0°23'56.04"S,79°48'27.07"W,0°23'54.06"S,77°45'46.19"W,2°30'06.95"S,79°48'23.08"W,2°29'54.42"S,77°45'35.46"W, -1.44637, -78.78421, -0.39890, -79.80752, -0.39835, -77.76283, -2.50193, -79.80641, -2.49845, -77.75985,LC08_L2SP_010061_20171123_20200902_02_T1,LC80100612017327LGN00
LC08_L2SP_010062_20171123_20200902_02_T1,LC08_L1TP_010062_20171123_20200902_02_T1,LC80100622017327LGN00,2017/11/23,T1,2, 010, 062, 010, 062,NADIR,   0.000,2020/09/02,2020/09/02,2017-11-23 15:27:01.813826,2017-11-23 15:27:33.583824,LGN,DAY,  99.99,  99.99,22,5,    8.037,    5.495,    5.865,LPGS_15.3.1c,60.82626782,128.87693105,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'33.11"S,79°05'29.11"W,1°50'43.55"S,80°07'01.49"W,1°50'35.59"S,78°04'05.88"W,3°56'55.03"S,80°06'55.62"W,3°56'37.97"S,78°03'46.40"W, -2.89253, -79.09142, -1.84543, -80.11708, -1.84322, -78.06830, -3.94862, -80.11545, -3.94388, -78.06289,LC08_L2SP_010062_20171123_20200902_02_T1,LC80100622017327LGN00
LC08_L2SP_010063_20171123_20200902_02_T1,LC08_L1TP_010063_20171123_20200902_02_T1,LC80100632017327LGN00,2017/11/23,T1,2, 010, 063, 010, 063,NADIR,   0.000,2020/09/02,2020/09/02,2017-11-23 15:27:25.742989,2017-11-23 15:27:57.512987,LGN,DAY, 100.00, 100.00,44,5,    7.100,    6.082,    3.664,LPGS_15.3.1c,61.54737387,126.57830610,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'21.44"S,79°23'57.52"W,3°17'31.63"S,80°25'45.52"W,3°17'19.72"S,78°22'30.68"W,5°23'43.40"S,80°25'39.83"W,5°23'23.86"S,78°22'04.51"W, -4.33929, -79.39931, -3.29212, -80.42931, -3.28881, -78.37519, -5.39539, -80.42773, -5.38996, -78.36792,LC08_L2SP_010063_20171123_20200902_02_T1,LC80100632017327LGN00
LC08_L2SP_010064_20171123_20200902_02_T1,LC08_L1TP_010064_20171123_20200902_02_T1,LC80100642017327LGN00,2017/11/23,T1,2, 010, 064, 010, 064,NADIR,   0.000,2020/09/02,2020/09/02,2017-11-23 15:27:49.663679,2017-11-23 15:28:21.433677,LGN,DAY,  93.83,  93.60,83,5,    8.147,    5.982,    5.532,LPGS_15.3.1c,62.21497180,124.16447549,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,5°47'07.19"S,79°42'28.15"W,4°44'19.79"S,80°44'21.84"W,4°44'05.96"S,78°40'52.93"W,6°50'31.52"S,80°44'18.35"W,6°50'11.51"S,78°40'22.04"W, -5.78533, -79.70782, -4.73883, -80.73940, -4.73499, -78.68137, -6.84209, -80.73843, -6.83653, -78.67279,LC08_L2SP_010064_20171123_20200902_02_T1,LC80100642017327LGN00
LC08_L2SP_008060_20171125_20200902_02_T1,LC08_L1TP_008060_20171125_20200902_02_T1,LC80080602017329LGN00,2017/11/25,T1,2, 008, 060, 008, 060,NADIR,   0.000,2020/09/02,2020/09/02,2017-11-25 15:13:51.390864,2017-11-25 15:14:23.160862,LGN,DAY,  66.31,  66.31,48,5,    8.311,    5.905,    5.848,LPGS_15.3.1c,58.88370219,133.55282301,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.54"S,75°23'02.80"W,1°02'50.50"N,76°24'23.47"W,1°02'51.40"N,74°21'45.90"W,1°03'10.04"S,76°24'23.47"W,1°03'10.94"S,74°21'45.90"W, -0.00015, -75.38411,  1.04736, -76.40652,  1.04761, -74.36275, -1.05279, -76.40652, -1.05304, -74.36275,LC08_L2SP_008060_20171125_20200902_02_T1,LC80080602017329LGN00
LC08_L2SP_008061_20171125_20200902_02_T1,LC08_L1TP_008061_20171125_20200902_02_T1,LC80080612017329LGN00,2017/11/25,T1,2, 008, 061, 008, 061,NADIR,   0.000,2020/09/02,2020/09/02,2017-11-25 15:14:15.307318,2017-11-25 15:14:47.077317,LGN,DAY,  57.71,  57.71,51,5,    8.992,    6.415,    6.301,LPGS_15.3.1c,59.70892996,131.52464791,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'47.26"S,75°41'27.89"W,0°23'55.72"S,76°42'48.82"W,0°23'56.33"S,74°40'02.93"W,2°29'55.07"S,76°42'54.50"W,2°29'58.96"S,74°40'01.85"W, -1.44646, -75.69108, -0.39881, -76.71356, -0.39898, -74.66748, -2.49863, -76.71514, -2.49971, -74.66718,LC08_L2SP_008061_20171125_20200902_02_T1,LC80080612017329LGN00
LC08_L2SP_008062_20171125_20200902_02_T1,LC08_L1TP_008062_20171125_20200902_02_T1,LC80080622017329LGN00,2017/11/25,T1,2, 008, 062, 008, 062,NADIR,   0.000,2020/09/02,2020/09/02,2017-11-25 15:14:39.223773,2017-11-25 15:15:10.993771,LGN,DAY,  74.50,  74.50,40,5,    8.794,    5.045,    7.203,LPGS_15.3.1c,60.48958444,129.38454591,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'33.47"S,75°59'53.88"W,1°50'40.16"S,77°01'18.26"W,1°50'44.34"S,74°58'29.35"W,3°56'38.04"S,77°01'31.66"W,3°56'46.97"S,74°58'29.21"W, -2.89263, -75.99830, -1.84449, -77.02174, -1.84565, -74.97482, -3.94390, -77.02546, -3.94638, -74.97478,LC08_L2SP_008062_20171125_20200902_02_T1,LC80080622017329LGN00
LC08_L2SP_011059_20171130_20200902_02_T2,LC08_L1GT_011059_20171130_20200902_02_T2,LC80110592017334LGN00,2017/11/30,T2,2, 011, 059, 011, 059,NADIR,   0.000,2020/09/02,2020/09/02,2017-11-30 15:31:57.976103,2017-11-30 15:32:29.746101,LGN,DAY,  96.55,  95.86,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,57.13743279,136.20508889,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.79"N,79°42'21.64"W,2°29'29.72"N,80°43'45.30"W,2°29'22.42"N,78°40'54.05"W,0°23'36.78"N,80°43'46.16"W,0°23'35.63"N,78°41'01.68"W,  1.44633, -79.70601,  2.49159, -80.72925,  2.48956, -78.68168,  0.39355, -80.72949,  0.39323, -78.68380,LC08_L2SP_011059_20171130_20200902_02_T2,LC80110592017334LGN00
LC08_L2SP_011060_20171130_20200902_02_T1,LC08_L1TP_011060_20171130_20200902_02_T1,LC80110602017334LGN00,2017/11/30,T1,2, 011, 060, 011, 060,NADIR,   0.000,2020/09/02,2020/09/02,2017-11-30 15:32:21.896793,2017-11-30 15:32:53.666792,LGN,DAY,  92.41,  90.16,16,5,    5.294,    2.997,    4.364,LPGS_15.3.1c,58.01960580,134.36781686,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.79"S,80°00'47.12"W,1°02'41.86"N,81°02'12.66"W,1°02'39.55"N,78°59'26.34"W,1°03'11.20"S,81°02'12.66"W,1°03'08.82"S,78°59'26.30"W, -0.00022, -80.01309,  1.04496, -81.03685,  1.04432, -78.99065, -1.05311, -81.03685, -1.05245, -78.99064,LC08_L2SP_011060_20171130_20200902_02_T1,LC80110602017334LGN00
LC08_L2SP_011061_20171130_20200902_02_T1,LC08_L1TP_011061_20171130_20200902_02_T1,LC80110612017334LGN00,2017/11/30,T1,2, 011, 061, 011, 061,NADIR,   0.000,2020/09/02,2020/09/02,2017-11-30 15:32:45.813248,2017-11-30 15:33:17.583246,LGN,DAY,  47.72,  58.26,191,5,    6.709,    4.518,    4.959,LPGS_15.3.1c,58.86278133,132.42733823,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.40"S,80°19'12.29"W,0°23'56.33"S,81°20'39.12"W,0°23'55.72"S,79°17'53.23"W,2°29'58.96"S,81°20'40.27"W,2°29'55.14"S,79°17'47.58"W, -1.44650, -80.32008, -0.39898, -81.34420, -0.39881, -79.29812, -2.49971, -81.34452, -2.49865, -79.29655,LC08_L2SP_011061_20171130_20200902_02_T1,LC80110612017334LGN00
LC08_L2SP_011062_20171130_20200902_02_T1,LC08_L1TP_011062_20171130_20200902_02_T1,LC80110622017334LGN00,2017/11/30,T1,2, 011, 062, 011, 062,NADIR,   0.000,2020/09/02,2020/09/02,2017-11-30 15:33:09.733939,2017-11-30 15:33:41.503937,LGN,DAY,  58.82,  68.59,156,5,    6.856,    5.129,    4.549,LPGS_15.3.1c,59.66387764,130.37962362,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'34.44"S,80°37'38.57"W,1°50'43.91"S,81°39'06.70"W,1°50'42.36"S,79°36'16.85"W,3°56'46.03"S,81°39'11.02"W,3°56'42.72"S,79°36'07.56"W, -2.89290, -80.62738, -1.84553, -81.65186, -1.84510, -79.60468, -3.94612, -81.65306, -3.94520, -79.60210,LC08_L2SP_011062_20171130_20200902_02_T1,LC80110622017334LGN00
LC08_L2SP_011063_20171130_20200902_02_T1,LC08_L1TP_011063_20171130_20200902_02_T1,LC80110632017334LGN00,2017/11/30,T1,2, 011, 063, 011, 063,NADIR,   0.000,2020/09/02,2020/09/02,2017-11-30 15:33:33.654629,2017-11-30 15:34:05.424628,LGN,DAY,  14.97,  23.24,446,5,    6.681,    4.306,    5.108,LPGS_15.3.1c,60.41931529,128.22255010,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'20.80"S,80°56'06.65"W,3°17'30.55"S,81°57'37.51"W,3°17'30.05"S,79°54'39.17"W,5°23'31.85"S,81°57'47.05"W,5°23'31.06"S,79°54'28.33"W, -4.33911, -80.93518, -3.29182, -81.96042, -3.29168, -79.91088, -5.39218, -81.96307, -5.39196, -79.90787,LC08_L2SP_011063_20171130_20200902_02_T1,LC80110632017334LGN00
LC08_L2SP_009059_20171202_20200902_02_T1,LC08_L1TP_009059_20171202_20200902_02_T1,LC80090592017336LGN00,2017/12/02,T1,2, 009, 059, 009, 059,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-02 15:19:36.424209,2017-12-02 15:20:08.194208,LGN,DAY,  52.23,  52.23,212,5,    8.487,    5.221,    6.691,LPGS_15.3.1c,56.80645249,136.40198326,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'46.28"N,76°37'00.84"W,2°29'29.98"N,77°38'33.90"W,2°29'39.08"N,75°35'43.69"W,0°23'35.30"N,77°38'25.19"W,0°23'36.74"N,75°35'41.75"W,  1.44619, -76.61690,  2.49166, -77.64275,  2.49419, -75.59547,  0.39314, -77.64033,  0.39354, -75.59493,LC08_L2SP_009059_20171202_20200902_02_T1,LC80090592017336LGN00
LC08_L2SP_009060_20171202_20200902_02_T1,LC08_L1TP_009060_20171202_20200902_02_T1,LC80090602017336LGN00,2017/12/02,T1,2, 009, 060, 009, 060,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-02 15:20:00.336428,2017-12-02 15:20:32.106426,LGN,DAY,  65.42,  65.42,108,5,    8.837,    5.309,    7.065,LPGS_15.3.1c,57.69265294,134.59342607,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.36"N,76°55'25.90"W,1°02'46.61"N,77°56'51.83"W,1°02'51.18"N,75°54'08.57"W,1°03'06.12"S,77°56'51.86"W,1°03'10.69"S,75°54'08.57"W,  0.00010, -76.92386,  1.04628, -77.94773,  1.04755, -75.90238, -1.05170, -77.94774, -1.05297, -75.90238,LC08_L2SP_009060_20171202_20200902_02_T1,LC80090602017336LGN00
LC08_L2SP_009061_20171202_20200902_02_T2,LC08_L1GT_009061_20171202_20200902_02_T2,LC80090612017336LGN00,2017/12/02,T2,2, 009, 061, 009, 061,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-02 15:20:24.252883,2017-12-02 15:20:56.022881,LGN,DAY,  88.14,  88.14,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,58.54081442,132.68313304,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'46.18"S,77°13'51.06"W,0°23'54.02"S,78°15'05.47"W,0°23'56.04"S,76°12'34.38"W,2°29'44.52"S,78°15'16.24"W,2°29'57.12"S,76°12'38.41"W, -1.44616, -77.23085, -0.39834, -78.25152, -0.39890, -76.20955, -2.49570, -78.25451, -2.49920, -76.21067,LC08_L2SP_009061_20171202_20200902_02_T2,LC80090612017336LGN00
LC08_L2SP_009062_20171202_20200902_02_T1,LC08_L1TP_009062_20171202_20200902_02_T1,LC80090622017336LGN00,2017/12/02,T1,2, 009, 062, 009, 062,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-02 15:20:48.173573,2017-12-02 15:21:19.943571,LGN,DAY,  91.83,  91.83,31,5,    8.349,    3.199,    7.712,LPGS_15.3.1c,59.34768072,130.66759817,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'33.11"S,77°32'17.34"W,1°50'41.21"S,78°33'26.60"W,1°50'51.76"S,76°30'53.53"W,3°56'29.15"S,78°33'50.18"W,3°56'51.72"S,76°31'03.61"W, -2.89253, -77.53815, -1.84478, -78.55739, -1.84771, -76.51487, -3.94143, -78.56394, -3.94770, -76.51767,LC08_L2SP_009062_20171202_20200902_02_T1,LC80090622017336LGN00
LC08_L2SP_009063_20171202_20200902_02_T2,LC08_L1GT_009063_20171202_20200902_02_T2,LC80090632017336LGN00,2017/12/02,T2,2, 009, 063, 009, 063,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-02 15:21:12.0985,2017-12-02 15:21:43.868498,LGN,DAY,  52.48,  52.48,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,60.10991434,128.54422549,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,4°20'20.40"S,77°50'45.49"W,3°17'24.61"S,78°51'57.24"W,3°17'45.74"S,76°49'08.08"W,5°22'59.88"S,78°52'35.65"W,5°23'34.51"S,76°49'26.18"W, -4.33900, -77.84597, -3.29017, -78.86590, -3.29604, -76.81891, -5.38330, -78.87657, -5.39292, -76.82394,LC08_L2SP_009063_20171202_20200902_02_T2,LC80090632017336LGN00
LC08_L2SP_010059_20171209_20200902_02_T1,LC08_L1TP_010059_20171209_20200902_02_T1,LC80100592017343LGN00,2017/12/09,T1,2, 010, 059, 010, 059,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-09 15:25:47.081845,2017-12-09 15:26:18.851843,LGN,DAY,  79.73,  78.96,65,5,    6.901,    4.567,    5.174,LPGS_15.3.1c,55.74141019,136.69547516,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.76"N,78°09'57.13"W,2°29'35.05"N,79°11'09.49"W,2°29'19.14"N,77°08'35.16"W,0°23'36.10"N,79°11'15.47"W,0°23'33.58"N,77°08'47.83"W,  1.44660, -78.16587,  2.49307, -79.18597,  2.48865, -77.14310,  0.39336, -79.18763,  0.39266, -77.14662,LC08_L2SP_010059_20171209_20200902_02_T1,LC80100592017343LGN00
LC08_L2SP_010060_20171209_20200902_02_T1,LC08_L1TP_010060_20171209_20200902_02_T1,LC80100602017343LGN00,2017/12/09,T1,2, 010, 060, 010, 060,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-09 15:26:10.9983,2017-12-09 15:26:42.768298,LGN,DAY,  72.97,  72.97,160,5,    5.750,    3.957,    4.171,LPGS_15.3.1c,56.63454847,134.96588300,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.90"N,78°28'22.12"W,1°02'50.32"N,79°29'40.70"W,1°02'44.34"N,77°27'00.50"W,1°03'19.62"S,79°29'40.70"W,1°03'13.61"S,77°27'00.47"W,  0.00025, -78.47281,  1.04731, -79.49464,  1.04565, -77.45014, -1.05545, -79.49464, -1.05378, -77.45013,LC08_L2SP_010060_20171209_20200902_02_T1,LC80100602017343LGN00
LC08_L2SP_010061_20171209_20200902_02_T1,LC08_L1TP_010061_20171209_20200902_02_T1,LC80100612017343LGN00,2017/12/09,T1,2, 010, 061, 010, 061,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-09 15:26:34.91899,2017-12-09 15:27:06.688989,LGN,DAY,  81.40,  81.40,69,5,    6.066,    3.945,    4.608,LPGS_15.3.1c,57.49156627,133.14102046,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.75"S,78°46'47.10"W,0°23'56.04"S,79°48'17.35"W,0°23'54.02"S,77°45'26.82"W,2°30'06.91"S,79°48'13.39"W,2°29'54.38"S,77°45'16.06"W, -1.44632, -78.77975, -0.39890, -79.80482, -0.39834, -77.75745, -2.50192, -79.80372, -2.49844, -77.75446,LC08_L2SP_010061_20171209_20200902_02_T1,LC80100612017343LGN00
LC08_L2SP_010062_20171209_20200902_02_T1,LC08_L1TP_010062_20171209_20200902_02_T1,LC80100622017343LGN00,2017/12/09,T1,2, 010, 062, 010, 062,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-09 15:26:58.839681,2017-12-09 15:27:30.609679,LGN,DAY,  81.71,  82.18,74,5,    6.974,    4.561,    5.276,LPGS_15.3.1c,58.30914493,131.21788489,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'33.68"S,79°05'13.24"W,1°50'43.51"S,80°06'51.77"W,1°50'35.56"S,78°03'56.20"W,3°56'55"S,80°06'45.90"W,3°56'37.93"S,78°03'36.72"W, -2.89269, -79.08701, -1.84542, -80.11438, -1.84321, -78.06561, -3.94861, -80.11275, -3.94387, -78.06020,LC08_L2SP_010062_20171209_20200902_02_T1,LC80100622017343LGN00
LC08_L2SP_010063_20171209_20200902_02_T1,LC08_L1TP_010063_20171209_20200902_02_T1,LC80100632017343LGN00,2017/12/09,T1,2, 010, 063, 010, 063,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-09 15:27:22.764608,2017-12-09 15:27:54.534606,LGN,DAY,  78.67,  78.67,120,5,    7.954,    5.765,    5.480,LPGS_15.3.1c,59.08441786,129.19351283,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'20.98"S,79°23'41.24"W,3°17'31.60"S,80°25'26.08"W,3°17'19.68"S,78°22'11.24"W,5°23'43.37"S,80°25'20.35"W,5°23'23.78"S,78°21'45.04"W, -4.33916, -79.39479, -3.29211, -80.42391, -3.28880, -78.36979, -5.39538, -80.42232, -5.38994, -78.36251,LC08_L2SP_010063_20171209_20200902_02_T1,LC80100632017343LGN00
LC08_L2SP_010064_20171209_20200902_02_T1,LC08_L1TP_010064_20171209_20200902_02_T1,LC80100642017343LGN00,2017/12/09,T1,2, 010, 064, 010, 064,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-09 15:27:46.689534,2017-12-09 15:28:18.459533,LGN,DAY,  67.36,  66.50,113,5,    8.652,    5.645,    6.557,LPGS_15.3.1c,59.81387935,127.06653826,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,5°47'07.48"S,79°42'12.10"W,4°44'19.75"S,80°44'02.36"W,4°44'05.89"S,78°40'33.49"W,6°50'31.49"S,80°43'58.80"W,6°50'11.40"S,78°40'02.53"W, -5.78541, -79.70336, -4.73882, -80.73399, -4.73497, -78.67597, -6.84208, -80.73300, -6.83650, -78.66737,LC08_L2SP_010064_20171209_20200902_02_T1,LC80100642017343LGN00
LC08_L2SP_008060_20171211_20200902_02_T1,LC08_L1TP_008060_20171211_20200902_02_T1,LC80080602017345LGN00,2017/12/11,T1,2, 008, 060, 008, 060,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-11 15:13:49.912272,2017-12-11 15:14:21.682271,LGN,DAY,   2.63,   2.63,435,5,    7.829,    4.626,    6.316,LPGS_15.3.1c,56.36388598,134.95904822,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.68"N,75°23'10.36"W,1°02'50.50"N,76°24'33.16"W,1°02'51.40"N,74°21'45.90"W,1°03'10.04"S,76°24'33.19"W,1°03'10.94"S,74°21'45.90"W,  0.00019, -75.38621,  1.04736, -76.40921,  1.04761, -74.36275, -1.05279, -76.40922, -1.05304, -74.36275,LC08_L2SP_008060_20171211_20200902_02_T1,LC80080602017345LGN00
LC08_L2SP_008061_20171211_20200902_02_T1,LC08_L1TP_008061_20171211_20200902_02_T1,LC80080612017345LGN00,2017/12/11,T1,2, 008, 061, 008, 061,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-11 15:14:13.837199,2017-12-11 15:14:45.607197,LGN,DAY,   7.56,   7.56,318,5,    5.616,    3.666,    4.254,LPGS_15.3.1c,57.22107271,133.15270640,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'47.80"S,75°41'35.59"W,0°23'55.72"S,76°42'58.50"W,0°23'56.33"S,74°40'12.65"W,2°29'55.07"S,76°43'04.19"W,2°29'58.99"S,74°40'11.57"W, -1.44661, -75.69322, -0.39881, -76.71625, -0.39898, -74.67018, -2.49863, -76.71783, -2.49972, -74.66988,LC08_L2SP_008061_20171211_20200902_02_T1,LC80080612017345LGN00
LC08_L2SP_008062_20171211_20200902_02_T1,LC08_L1TP_008062_20171211_20200902_02_T1,LC80080622017345LGN00,2017/12/11,T1,2, 008, 062, 008, 062,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-11 15:14:37.75789,2017-12-11 15:15:09.527888,LGN,DAY,  31.59,  31.59,284,5,    6.903,    3.597,    5.892,LPGS_15.3.1c,58.03911371,131.25012353,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'34.73"S,76°00'01.76"W,1°50'49.92"S,77°01'27.98"W,1°50'54.10"S,74°58'39.07"W,3°56'38"S,77°01'41.38"W,3°56'46.97"S,74°58'38.93"W, -2.89298, -76.00049, -1.84720, -77.02444, -1.84836, -74.97752, -3.94389, -77.02816, -3.94638, -74.97748,LC08_L2SP_008062_20171211_20200902_02_T1,LC80080622017345LGN00
LC08_L2SP_011059_20171216_20200902_02_T2,LC08_L1GT_011059_20171216_20200902_02_T2,LC80110592017350LGN00,2017/12/16,T2,2, 011, 059, 011, 059,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-16 15:32:00.128302,2017-12-16 15:32:31.898301,LGN,DAY,  99.36,  98.45,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,54.86255004,136.41604124,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.33"N,79°43'27.05"W,2°29'39.48"N,80°44'53.27"W,2°29'32.32"N,78°42'01.98"W,0°23'36.78"N,80°44'54.13"W,0°23'35.66"N,78°42'09.54"W,  1.44648, -79.72418,  2.49430, -80.74813,  2.49231, -78.70055,  0.39355, -80.74837,  0.39324, -78.70265,LC08_L2SP_011059_20171216_20200902_02_T2,LC80110592017350LGN00
LC08_L2SP_011060_20171216_20200902_02_T2,LC08_L1GT_011060_20171216_20200902_02_T2,LC80110602017350LGN00,2017/12/16,T2,2, 011, 060, 011, 060,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-16 15:32:24.044757,2017-12-16 15:32:55.814755,LGN,DAY,  99.86,  98.75,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,55.75052161,134.73690430,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.54"N,80°01'52.14"W,1°02'51.65"N,81°03'10.91"W,1°02'49.34"N,79°00'34.24"W,1°03'11.20"S,81°03'10.91"W,1°03'08.89"S,79°00'34.20"W,  0.00015, -80.03115,  1.04768, -81.05303,  1.04704, -79.00951, -1.05311, -81.05303, -1.05247, -79.00950,LC08_L2SP_011060_20171216_20200902_02_T2,LC80110602017350LGN00
LC08_L2SP_011061_20171216_20200902_02_T2,LC08_L1GT_011061_20171216_20200902_02_T2,LC80110612017350LGN00,2017/12/16,T2,2, 011, 061, 011, 061,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-16 15:32:47.969684,2017-12-16 15:33:19.739682,LGN,DAY,  97.77,  93.91,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,56.60348706,132.96768571,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.98"S,80°20'17.48"W,0°23'56.33"S,81°21'47.05"W,0°23'55.72"S,79°19'01.16"W,2°29'58.96"S,81°21'48.28"W,2°29'55.21"S,79°18'55.55"W, -1.44666, -80.33819, -0.39898, -81.36307, -0.39881, -79.31699, -2.49971, -81.36341, -2.49867, -79.31543,LC08_L2SP_011061_20171216_20200902_02_T2,LC80110612017350LGN00
